Date;Time;Eur/MWh
07.03.2026;22:00 - 22:15;147,33
07.03.2026;22:15 - 22:30;138,67
07.03.2026;22:30 - 22:45;134,67
07.03.2026;22:45 - 23:00;134,11
07.03.2026;23:00 - 23:15;149,86
07.03.2026;23:15 - 23:30;135,9
07.03.2026;23:30 - 23:45;130,94
07.03.2026;23:45 - 00:00;124,94
08.03.2026;00:00 - 00:15;149,5
08.03.2026;00:15 - 00:30;140,93
08.03.2026;00:30 - 00:45;134,83
08.03.2026;00:45 - 01:00;133,24
08.03.2026;01:00 - 01:15;144,09
08.03.2026;01:15 - 01:30;139,52
08.03.2026;01:30 - 01:45;134,3
08.03.2026;01:45 - 02:00;130,48
08.03.2026;02:00 - 02:15;138,84
08.03.2026;02:15 - 02:30;138,39
08.03.2026;02:30 - 02:45;134,66
08.03.2026;02:45 - 03:00;131,96
08.03.2026;03:00 - 03:15;138,01
08.03.2026;03:15 - 03:30;135,57
08.03.2026;03:30 - 03:45;135,96
08.03.2026;03:45 - 04:00;132,53
08.03.2026;04:00 - 04:15;134,79
08.03.2026;04:15 - 04:30;134,48
08.03.2026;04:30 - 04:45;134,9
08.03.2026;04:45 - 05:00;135,86
08.03.2026;05:00 - 05:15;135,4
08.03.2026;05:15 - 05:30;132,53
08.03.2026;05:30 - 05:45;135,34
08.03.2026;05:45 - 06:00;137,05
08.03.2026;06:00 - 06:15;136,52
08.03.2026;06:15 - 06:30;140,91
08.03.2026;06:30 - 06:45;134,59
08.03.2026;06:45 - 07:00;131,71
08.03.2026;07:00 - 07:15;143,6
08.03.2026;07:15 - 07:30;131,65
08.03.2026;07:30 - 07:45;110,63
08.03.2026;07:45 - 08:00;91,83
08.03.2026;08:00 - 08:15;128,55
08.03.2026;08:15 - 08:30;117,51
08.03.2026;08:30 - 08:45;120,85
08.03.2026;08:45 - 09:00;96,2
08.03.2026;09:00 - 09:15;24,61
08.03.2026;09:15 - 09:30;48,25
08.03.2026;09:30 - 09:45;31,72
08.03.2026;09:45 - 10:00;22,57
08.03.2026;10:00 - 10:15;11,04
08.03.2026;10:15 - 10:30;0,44
08.03.2026;10:30 - 10:45;5,35
08.03.2026;10:45 - 11:00;7,33
08.03.2026;11:00 - 11:15;-1,9
08.03.2026;11:15 - 11:30;-1,8
08.03.2026;11:30 - 11:45;-2,82
08.03.2026;11:45 - 12:00;-2,34
08.03.2026;12:00 - 12:15;-4,72
08.03.2026;12:15 - 12:30;-5
08.03.2026;12:30 - 12:45;-5,01
08.03.2026;12:45 - 13:00;-2,67
08.03.2026;13:00 - 13:15;-0,5
08.03.2026;13:15 - 13:30;-0,13
08.03.2026;13:30 - 13:45;-0,01
08.03.2026;13:45 - 14:00;0
08.03.2026;14:00 - 14:15;0
08.03.2026;14:15 - 14:30;0
08.03.2026;14:30 - 14:45;8,01
08.03.2026;14:45 - 15:00;18,46
08.03.2026;15:00 - 15:15;15,57
08.03.2026;15:15 - 15:30;41,88
08.03.2026;15:30 - 15:45;92,56
08.03.2026;15:45 - 16:00;125,41
08.03.2026;16:00 - 16:15;76,18
08.03.2026;16:15 - 16:30;116,57
08.03.2026;16:30 - 16:45;147,88
08.03.2026;16:45 - 17:00;168,38
08.03.2026;17:00 - 17:15;127,81
08.03.2026;17:15 - 17:30;141,9
08.03.2026;17:30 - 17:45;151,54
08.03.2026;17:45 - 18:00;169,65
08.03.2026;18:00 - 18:15;149,82
08.03.2026;18:15 - 18:30;151,33
08.03.2026;18:30 - 18:45;151,96
08.03.2026;18:45 - 19:00;170,79
08.03.2026;19:00 - 19:15;160,2
08.03.2026;19:15 - 19:30;150,87
08.03.2026;19:30 - 19:45;155,14
08.03.2026;19:45 - 20:00;150
08.03.2026;20:00 - 20:15;150,84
08.03.2026;20:15 - 20:30;141,91
08.03.2026;20:30 - 20:45;136,19
08.03.2026;20:45 - 21:00;128,03
08.03.2026;21:00 - 21:15;142
08.03.2026;21:15 - 21:30;134,68
08.03.2026;21:30 - 21:45;131,92
08.03.2026;21:45 - 22:00;121,6
08.03.2026;22:00 - 22:15;140,29
08.03.2026;22:15 - 22:30;127,59
08.03.2026;22:30 - 22:45;124,11
08.03.2026;22:45 - 23:00;122,51
08.03.2026;23:00 - 23:15;127,18
08.03.2026;23:15 - 23:30;120,85
08.03.2026;23:30 - 23:45;120,18
08.03.2026;23:45 - 00:00;111,19
09.03.2026;00:00 - 00:15;128,73
09.03.2026;00:15 - 00:30;119,37
09.03.2026;00:30 - 00:45;117,09
09.03.2026;00:45 - 01:00;110,5
09.03.2026;01:00 - 01:15;115,27
09.03.2026;01:15 - 01:30;112,79
09.03.2026;01:30 - 01:45;109,83
09.03.2026;01:45 - 02:00;106,85
09.03.2026;02:00 - 02:15;107,74
09.03.2026;02:15 - 02:30;107,41
09.03.2026;02:30 - 02:45;109,57
09.03.2026;02:45 - 03:00;110,88
09.03.2026;03:00 - 03:15;111,12
09.03.2026;03:15 - 03:30;111,98
09.03.2026;03:30 - 03:45;112,4
09.03.2026;03:45 - 04:00;114,64
09.03.2026;04:00 - 04:15;117,46
09.03.2026;04:15 - 04:30;115,58
09.03.2026;04:30 - 04:45;120,44
09.03.2026;04:45 - 05:00;128,86
09.03.2026;05:00 - 05:15;114,52
09.03.2026;05:15 - 05:30;129,08
09.03.2026;05:30 - 05:45;146,48
09.03.2026;05:45 - 06:00;170,76
09.03.2026;06:00 - 06:15;140,92
09.03.2026;06:15 - 06:30;157,64
09.03.2026;06:30 - 06:45;185,74
09.03.2026;06:45 - 07:00;186,88
09.03.2026;07:00 - 07:15;207,1
09.03.2026;07:15 - 07:30;205,84
09.03.2026;07:30 - 07:45;179,59
09.03.2026;07:45 - 08:00;150
09.03.2026;08:00 - 08:15;211,93
09.03.2026;08:15 - 08:30;169,46
09.03.2026;08:30 - 08:45;145,49
09.03.2026;08:45 - 09:00;78,65
09.03.2026;09:00 - 09:15;169,27
09.03.2026;09:15 - 09:30;110,98
09.03.2026;09:30 - 09:45;75,36
09.03.2026;09:45 - 10:00;5
09.03.2026;10:00 - 10:15;99,63
09.03.2026;10:15 - 10:30;93,95
09.03.2026;10:30 - 10:45;82,88
09.03.2026;10:45 - 11:00;75,47
09.03.2026;11:00 - 11:15;81,46
09.03.2026;11:15 - 11:30;53,1
09.03.2026;11:30 - 11:45;23,91
09.03.2026;11:45 - 12:00;8,16
09.03.2026;12:00 - 12:15;3,7
09.03.2026;12:15 - 12:30;3,12
09.03.2026;12:30 - 12:45;3,15
09.03.2026;12:45 - 13:00;3,74
09.03.2026;13:00 - 13:15;4,55
09.03.2026;13:15 - 13:30;5,82
09.03.2026;13:30 - 13:45;12,64
09.03.2026;13:45 - 14:00;15,31
09.03.2026;14:00 - 14:15;63,71
09.03.2026;14:15 - 14:30;76,59
09.03.2026;14:30 - 14:45;82,71
09.03.2026;14:45 - 15:00;96,87
09.03.2026;15:00 - 15:15;91,89
09.03.2026;15:15 - 15:30;102,62
09.03.2026;15:30 - 15:45;118,27
09.03.2026;15:45 - 16:00;146,29
09.03.2026;16:00 - 16:15;101,25
09.03.2026;16:15 - 16:30;141,6
09.03.2026;16:30 - 16:45;155,21
09.03.2026;16:45 - 17:00;191,79
09.03.2026;17:00 - 17:15;123,17
09.03.2026;17:15 - 17:30;153,97
09.03.2026;17:30 - 17:45;185,28
09.03.2026;17:45 - 18:00;235,76
09.03.2026;18:00 - 18:15;206,06
09.03.2026;18:15 - 18:30;225,22
09.03.2026;18:30 - 18:45;245,31
09.03.2026;18:45 - 19:00;247,16
09.03.2026;19:00 - 19:15;245
09.03.2026;19:15 - 19:30;218,03
09.03.2026;19:30 - 19:45;217,77
09.03.2026;19:45 - 20:00;205,81
09.03.2026;20:00 - 20:15;217,77
09.03.2026;20:15 - 20:30;195,18
09.03.2026;20:30 - 20:45;163,49
09.03.2026;20:45 - 21:00;148,49
09.03.2026;21:00 - 21:15;179,59
09.03.2026;21:15 - 21:30;163,05
09.03.2026;21:30 - 21:45;151,31
09.03.2026;21:45 - 22:00;141,86
09.03.2026;22:00 - 22:15;155,21
09.03.2026;22:15 - 22:30;148,95
09.03.2026;22:30 - 22:45;150,36
09.03.2026;22:45 - 23:00;140,73
09.03.2026;23:00 - 23:15;149,49
09.03.2026;23:15 - 23:30;144,19
09.03.2026;23:30 - 23:45;137,38
09.03.2026;23:45 - 00:00;129,15
10.03.2026;00:00 - 00:15;145,96
10.03.2026;00:15 - 00:30;150,39
10.03.2026;00:30 - 00:45;146,96
10.03.2026;00:45 - 01:00;141,14
10.03.2026;01:00 - 01:15;148,8
10.03.2026;01:15 - 01:30;142,46
10.03.2026;01:30 - 01:45;140,14
10.03.2026;01:45 - 02:00;139,44
10.03.2026;02:00 - 02:15;140,78
10.03.2026;02:15 - 02:30;140,45
10.03.2026;02:30 - 02:45;140,46
10.03.2026;02:45 - 03:00;138,17
10.03.2026;03:00 - 03:15;138,16
10.03.2026;03:15 - 03:30;137,95
10.03.2026;03:30 - 03:45;137,94
10.03.2026;03:45 - 04:00;142,78
10.03.2026;04:00 - 04:15;132,06
10.03.2026;04:15 - 04:30;135,55
10.03.2026;04:30 - 04:45;143,64
10.03.2026;04:45 - 05:00;147,67
10.03.2026;05:00 - 05:15;134,44
10.03.2026;05:15 - 05:30;143,97
10.03.2026;05:30 - 05:45;155,5
10.03.2026;05:45 - 06:00;176,24
10.03.2026;06:00 - 06:15;142,19
10.03.2026;06:15 - 06:30;164,87
10.03.2026;06:30 - 06:45;168,52
10.03.2026;06:45 - 07:00;184,15
10.03.2026;07:00 - 07:15;187,24
10.03.2026;07:15 - 07:30;197,43
10.03.2026;07:30 - 07:45;174,71
10.03.2026;07:45 - 08:00;152,35
10.03.2026;08:00 - 08:15;205,21
10.03.2026;08:15 - 08:30;171,38
10.03.2026;08:30 - 08:45;133,66
10.03.2026;08:45 - 09:00;110,46
10.03.2026;09:00 - 09:15;148,42
10.03.2026;09:15 - 09:30;117,82
10.03.2026;09:30 - 09:45;82,64
10.03.2026;09:45 - 10:00;67,16
10.03.2026;10:00 - 10:15;74,59
10.03.2026;10:15 - 10:30;46,62
10.03.2026;10:30 - 10:45;57,54
10.03.2026;10:45 - 11:00;22,3
10.03.2026;11:00 - 11:15;44,23
10.03.2026;11:15 - 11:30;12,2
10.03.2026;11:30 - 11:45;11,43
10.03.2026;11:45 - 12:00;10,57
10.03.2026;12:00 - 12:15;9,02
10.03.2026;12:15 - 12:30;8,68
10.03.2026;12:30 - 12:45;11,29
10.03.2026;12:45 - 13:00;12,46
10.03.2026;13:00 - 13:15;14,01
10.03.2026;13:15 - 13:30;17,88
10.03.2026;13:30 - 13:45;62,14
10.03.2026;13:45 - 14:00;60,33
10.03.2026;14:00 - 14:15;52,3
10.03.2026;14:15 - 14:30;60,18
10.03.2026;14:30 - 14:45;92,13
10.03.2026;14:45 - 15:00;114,64
10.03.2026;15:00 - 15:15;113,73
10.03.2026;15:15 - 15:30;107,84
10.03.2026;15:30 - 15:45;116,01
10.03.2026;15:45 - 16:00;152,28
10.03.2026;16:00 - 16:15;105,8
10.03.2026;16:15 - 16:30;129,65
10.03.2026;16:30 - 16:45;155,21
10.03.2026;16:45 - 17:00;169,49
10.03.2026;17:00 - 17:15;126,89
10.03.2026;17:15 - 17:30;155,79
10.03.2026;17:30 - 17:45;177,66
10.03.2026;17:45 - 18:00;213,87
10.03.2026;18:00 - 18:15;188,42
10.03.2026;18:15 - 18:30;209,35
10.03.2026;18:30 - 18:45;219,93
10.03.2026;18:45 - 19:00;212,97
10.03.2026;19:00 - 19:15;233,27
10.03.2026;19:15 - 19:30;204,01
10.03.2026;19:30 - 19:45;194,8
10.03.2026;19:45 - 20:00;167
10.03.2026;20:00 - 20:15;175,48
10.03.2026;20:15 - 20:30;158,04
10.03.2026;20:30 - 20:45;149,85
10.03.2026;20:45 - 21:00;150,87
10.03.2026;21:00 - 21:15;163,44
10.03.2026;21:15 - 21:30;159,21
10.03.2026;21:30 - 21:45;146,3
10.03.2026;21:45 - 22:00;121,21
10.03.2026;22:00 - 22:15;147,91
10.03.2026;22:15 - 22:30;137,26
10.03.2026;22:30 - 22:45;125,23
10.03.2026;22:45 - 23:00;109,72
10.03.2026;23:00 - 23:15;132,24
10.03.2026;23:15 - 23:30;107,99
10.03.2026;23:30 - 23:45;98,75
10.03.2026;23:45 - 00:00;77,4
11.03.2026;00:00 - 00:15;98,99
11.03.2026;00:15 - 00:30;99,07
11.03.2026;00:30 - 00:45;97,84
11.03.2026;00:45 - 01:00;87,77
11.03.2026;01:00 - 01:15;92,97
11.03.2026;01:15 - 01:30;88,6
11.03.2026;01:30 - 01:45;81,22
11.03.2026;01:45 - 02:00;74,4
11.03.2026;02:00 - 02:15;82,67
11.03.2026;02:15 - 02:30;82,58
11.03.2026;02:30 - 02:45;79,09
11.03.2026;02:45 - 03:00;78,34
11.03.2026;03:00 - 03:15;81,63
11.03.2026;03:15 - 03:30;82,63
11.03.2026;03:30 - 03:45;80,26
11.03.2026;03:45 - 04:00;82,03
11.03.2026;04:00 - 04:15;84,38
11.03.2026;04:15 - 04:30;75,2
11.03.2026;04:30 - 04:45;81,68
11.03.2026;04:45 - 05:00;88,37
11.03.2026;05:00 - 05:15;88,95
11.03.2026;05:15 - 05:30;94,79
11.03.2026;05:30 - 05:45;94,83
11.03.2026;05:45 - 06:00;150,93
11.03.2026;06:00 - 06:15;117,5
11.03.2026;06:15 - 06:30;132,46
11.03.2026;06:30 - 06:45;150,94
11.03.2026;06:45 - 07:00;150,99
11.03.2026;07:00 - 07:15;150,62
11.03.2026;07:15 - 07:30;151
11.03.2026;07:30 - 07:45;84,65
11.03.2026;07:45 - 08:00;65,8
11.03.2026;08:00 - 08:15;90,24
11.03.2026;08:15 - 08:30;78,7
11.03.2026;08:30 - 08:45;74,46
11.03.2026;08:45 - 09:00;58,71
11.03.2026;09:00 - 09:15;80,82
11.03.2026;09:15 - 09:30;69,81
11.03.2026;09:30 - 09:45;58
11.03.2026;09:45 - 10:00;28,74
11.03.2026;10:00 - 10:15;65,18
11.03.2026;10:15 - 10:30;38,14
11.03.2026;10:30 - 10:45;19,1
11.03.2026;10:45 - 11:00;6,21
11.03.2026;11:00 - 11:15;25,2
11.03.2026;11:15 - 11:30;14,75
11.03.2026;11:30 - 11:45;13,11
11.03.2026;11:45 - 12:00;9,69
11.03.2026;12:00 - 12:15;10,74
11.03.2026;12:15 - 12:30;12,29
11.03.2026;12:30 - 12:45;12,39
11.03.2026;12:45 - 13:00;13,66
11.03.2026;13:00 - 13:15;13,48
11.03.2026;13:15 - 13:30;14,57
11.03.2026;13:30 - 13:45;21,04
11.03.2026;13:45 - 14:00;30,07
11.03.2026;14:00 - 14:15;24,72
11.03.2026;14:15 - 14:30;37,05
11.03.2026;14:30 - 14:45;53,76
11.03.2026;14:45 - 15:00;83,3
11.03.2026;15:00 - 15:15;53,56
11.03.2026;15:15 - 15:30;77,64
11.03.2026;15:30 - 15:45;91,19
11.03.2026;15:45 - 16:00;112,02
11.03.2026;16:00 - 16:15;79,27
11.03.2026;16:15 - 16:30;109,58
11.03.2026;16:30 - 16:45;139,1
11.03.2026;16:45 - 17:00;164,24
11.03.2026;17:00 - 17:15;120,55
11.03.2026;17:15 - 17:30;141,26
11.03.2026;17:30 - 17:45;144,11
11.03.2026;17:45 - 18:00;170,06
11.03.2026;18:00 - 18:15;149
11.03.2026;18:15 - 18:30;157,04
11.03.2026;18:30 - 18:45;168,36
11.03.2026;18:45 - 19:00;177,74
11.03.2026;19:00 - 19:15;159,51
11.03.2026;19:15 - 19:30;163,19
11.03.2026;19:30 - 19:45;164,89
11.03.2026;19:45 - 20:00;155,24
11.03.2026;20:00 - 20:15;159,99
11.03.2026;20:15 - 20:30;148,87
11.03.2026;20:30 - 20:45;137,1
11.03.2026;20:45 - 21:00;133,75
11.03.2026;21:00 - 21:15;149,79
11.03.2026;21:15 - 21:30;138,01
11.03.2026;21:30 - 21:45;134,79
11.03.2026;21:45 - 22:00;129,03
11.03.2026;22:00 - 22:15;137,41
11.03.2026;22:15 - 22:30;132,97
11.03.2026;22:30 - 22:45;127,18
11.03.2026;22:45 - 23:00;121,8
11.03.2026;23:00 - 23:15;132,89
11.03.2026;23:15 - 23:30;111,08
11.03.2026;23:30 - 23:45;106,37
11.03.2026;23:45 - 00:00;99,83
12.03.2026;00:00 - 00:15;122,91
12.03.2026;00:15 - 00:30;119,09
12.03.2026;00:30 - 00:45;117,75
12.03.2026;00:45 - 01:00;112,35
12.03.2026;01:00 - 01:15;117,65
12.03.2026;01:15 - 01:30;106,59
12.03.2026;01:30 - 01:45;107,53
12.03.2026;01:45 - 02:00;112,35
12.03.2026;02:00 - 02:15;110,11
12.03.2026;02:15 - 02:30;104,39
12.03.2026;02:30 - 02:45;103,59
12.03.2026;02:45 - 03:00;103,25
12.03.2026;03:00 - 03:15;107,26
12.03.2026;03:15 - 03:30;103,84
12.03.2026;03:30 - 03:45;103,45
12.03.2026;03:45 - 04:00;103,59
12.03.2026;04:00 - 04:15;103,53
12.03.2026;04:15 - 04:30;109,23
12.03.2026;04:30 - 04:45;113,01
12.03.2026;04:45 - 05:00;118,73
12.03.2026;05:00 - 05:15;122,45
12.03.2026;05:15 - 05:30;119,71
12.03.2026;05:30 - 05:45;122,34
12.03.2026;05:45 - 06:00;133,65
12.03.2026;06:00 - 06:15;126,61
12.03.2026;06:15 - 06:30;140,93
12.03.2026;06:30 - 06:45;150,96
12.03.2026;06:45 - 07:00;159,96
12.03.2026;07:00 - 07:15;154,51
12.03.2026;07:15 - 07:30;150,96
12.03.2026;07:30 - 07:45;150,09
12.03.2026;07:45 - 08:00;118,49
12.03.2026;08:00 - 08:15;141,45
12.03.2026;08:15 - 08:30;109,63
12.03.2026;08:30 - 08:45;101,37
12.03.2026;08:45 - 09:00;74,14
12.03.2026;09:00 - 09:15;117,78
12.03.2026;09:15 - 09:30;91,37
12.03.2026;09:30 - 09:45;68,45
12.03.2026;09:45 - 10:00;52,56
12.03.2026;10:00 - 10:15;88,72
12.03.2026;10:15 - 10:30;57,52
12.03.2026;10:30 - 10:45;14,67
12.03.2026;10:45 - 11:00;15,07
12.03.2026;11:00 - 11:15;17,92
12.03.2026;11:15 - 11:30;11,01
12.03.2026;11:30 - 11:45;7,03
12.03.2026;11:45 - 12:00;6,81
12.03.2026;12:00 - 12:15;6,63
12.03.2026;12:15 - 12:30;6,66
12.03.2026;12:30 - 12:45;8,72
12.03.2026;12:45 - 13:00;13,33
12.03.2026;13:00 - 13:15;17,67
12.03.2026;13:15 - 13:30;23,26
12.03.2026;13:30 - 13:45;31,2
12.03.2026;13:45 - 14:00;33,09
12.03.2026;14:00 - 14:15;17,81
12.03.2026;14:15 - 14:30;51,56
12.03.2026;14:30 - 14:45;135,96
12.03.2026;14:45 - 15:00;138,84
12.03.2026;15:00 - 15:15;86,64
12.03.2026;15:15 - 15:30;141,59
12.03.2026;15:30 - 15:45;151
12.03.2026;15:45 - 16:00;172,66
12.03.2026;16:00 - 16:15;115,56
12.03.2026;16:15 - 16:30;141,08
12.03.2026;16:30 - 16:45;151
12.03.2026;16:45 - 17:00;148,1
12.03.2026;17:00 - 17:15;118,23
12.03.2026;17:15 - 17:30;148,27
12.03.2026;17:30 - 17:45;168,27
12.03.2026;17:45 - 18:00;207,91
12.03.2026;18:00 - 18:15;152,58
12.03.2026;18:15 - 18:30;154,51
12.03.2026;18:30 - 18:45;164,54
12.03.2026;18:45 - 19:00;168,37
12.03.2026;19:00 - 19:15;151,96
12.03.2026;19:15 - 19:30;146,94
12.03.2026;19:30 - 19:45;145,08
12.03.2026;19:45 - 20:00;135,97
12.03.2026;20:00 - 20:15;141,12
12.03.2026;20:15 - 20:30;124,2
12.03.2026;20:30 - 20:45;121,17
12.03.2026;20:45 - 21:00;115,27
12.03.2026;21:00 - 21:15;141,84
12.03.2026;21:15 - 21:30;136,28
12.03.2026;21:30 - 21:45;129,53
12.03.2026;21:45 - 22:00;86,88
12.03.2026;22:00 - 22:15;135,96
12.03.2026;22:15 - 22:30;118,04
12.03.2026;22:30 - 22:45;83,24
12.03.2026;22:45 - 23:00;91,65
12.03.2026;23:00 - 23:15;134,94
12.03.2026;23:15 - 23:30;135,92
12.03.2026;23:30 - 23:45;131,81
12.03.2026;23:45 - 00:00;85,09
13.03.2026;00:00 - 00:15;129,98
13.03.2026;00:15 - 00:30;117,5
13.03.2026;00:30 - 00:45;101,89
13.03.2026;00:45 - 01:00;95,73
13.03.2026;01:00 - 01:15;111,8
13.03.2026;01:15 - 01:30;100,9
13.03.2026;01:30 - 01:45;98,39
13.03.2026;01:45 - 02:00;93,57
13.03.2026;02:00 - 02:15;94,92
13.03.2026;02:15 - 02:30;107,06
13.03.2026;02:30 - 02:45;105,45
13.03.2026;02:45 - 03:00;102,6
13.03.2026;03:00 - 03:15;105,67
13.03.2026;03:15 - 03:30;102,38
13.03.2026;03:30 - 03:45;102,64
13.03.2026;03:45 - 04:00;104,36
13.03.2026;04:00 - 04:15;115
13.03.2026;04:15 - 04:30;106,08
13.03.2026;04:30 - 04:45;105,04
13.03.2026;04:45 - 05:00;133,56
13.03.2026;05:00 - 05:15;103,87
13.03.2026;05:15 - 05:30;91,17
13.03.2026;05:30 - 05:45;138,39
13.03.2026;05:45 - 06:00;145,4
13.03.2026;06:00 - 06:15;130,95
13.03.2026;06:15 - 06:30;136,92
13.03.2026;06:30 - 06:45;137,49
13.03.2026;06:45 - 07:00;142,01
13.03.2026;07:00 - 07:15;141,15
13.03.2026;07:15 - 07:30;152,81
13.03.2026;07:30 - 07:45;138,99
13.03.2026;07:45 - 08:00;93
13.03.2026;08:00 - 08:15;144,44
13.03.2026;08:15 - 08:30;110,87
13.03.2026;08:30 - 08:45;67,18
13.03.2026;08:45 - 09:00;32,41
13.03.2026;09:00 - 09:15;29,11
13.03.2026;09:15 - 09:30;13,87
13.03.2026;09:30 - 09:45;14,58
13.03.2026;09:45 - 10:00;16,44
13.03.2026;10:00 - 10:15;13,13
13.03.2026;10:15 - 10:30;8,8
13.03.2026;10:30 - 10:45;11,14
13.03.2026;10:45 - 11:00;6,66
13.03.2026;11:00 - 11:15;7,2
13.03.2026;11:15 - 11:30;5
13.03.2026;11:30 - 11:45;8,73
13.03.2026;11:45 - 12:00;8,11
13.03.2026;12:00 - 12:15;4,85
13.03.2026;12:15 - 12:30;3,89
13.03.2026;12:30 - 12:45;5,12
13.03.2026;12:45 - 13:00;6,75
13.03.2026;13:00 - 13:15;1,82
13.03.2026;13:15 - 13:30;2,05
13.03.2026;13:30 - 13:45;2,81
13.03.2026;13:45 - 14:00;3,63
13.03.2026;14:00 - 14:15;4,46
13.03.2026;14:15 - 14:30;5,98
13.03.2026;14:30 - 14:45;7,42
13.03.2026;14:45 - 15:00;14,61
13.03.2026;15:00 - 15:15;12,59
13.03.2026;15:15 - 15:30;23,84
13.03.2026;15:30 - 15:45;95,16
13.03.2026;15:45 - 16:00;138,98
13.03.2026;16:00 - 16:15;46,35
13.03.2026;16:15 - 16:30;93,53
13.03.2026;16:30 - 16:45;139,82
13.03.2026;16:45 - 17:00;163,51
13.03.2026;17:00 - 17:15;123,05
13.03.2026;17:15 - 17:30;139,97
13.03.2026;17:30 - 17:45;154,64
13.03.2026;17:45 - 18:00;166,08
13.03.2026;18:00 - 18:15;139,98
13.03.2026;18:15 - 18:30;152,59
13.03.2026;18:30 - 18:45;161,54
13.03.2026;18:45 - 19:00;177,7
13.03.2026;19:00 - 19:15;178,33
13.03.2026;19:15 - 19:30;172,95
13.03.2026;19:30 - 19:45;165,34
13.03.2026;19:45 - 20:00;148,99
13.03.2026;20:00 - 20:15;164,09
13.03.2026;20:15 - 20:30;152,91
13.03.2026;20:30 - 20:45;143
13.03.2026;20:45 - 21:00;133,65
13.03.2026;21:00 - 21:15;150,49
13.03.2026;21:15 - 21:30;140,15
13.03.2026;21:30 - 21:45;128,24
13.03.2026;21:45 - 22:00;120,76
13.03.2026;22:00 - 22:15;135,34
13.03.2026;22:15 - 22:30;124,46
13.03.2026;22:30 - 22:45;124,5
13.03.2026;22:45 - 23:00;116,91
13.03.2026;23:00 - 23:15;133,69
13.03.2026;23:15 - 23:30;114,65
13.03.2026;23:30 - 23:45;114,32
13.03.2026;23:45 - 00:00;103,35
14.03.2026;00:00 - 00:15;126,84
14.03.2026;00:15 - 00:30;122,78
14.03.2026;00:30 - 00:45;106,64
14.03.2026;00:45 - 01:00;102,88
14.03.2026;01:00 - 01:15;115,63
14.03.2026;01:15 - 01:30;111,69
14.03.2026;01:30 - 01:45;109,3
14.03.2026;01:45 - 02:00;105,93
14.03.2026;02:00 - 02:15;108,44
14.03.2026;02:15 - 02:30;105,52
14.03.2026;02:30 - 02:45;103,78
14.03.2026;02:45 - 03:00;102,5
14.03.2026;03:00 - 03:15;105,41
14.03.2026;03:15 - 03:30;108,82
14.03.2026;03:30 - 03:45;108,06
14.03.2026;03:45 - 04:00;109,66
14.03.2026;04:00 - 04:15;106,84
14.03.2026;04:15 - 04:30;106,66
14.03.2026;04:30 - 04:45;110,59
14.03.2026;04:45 - 05:00;111,64
14.03.2026;05:00 - 05:15;104,78
14.03.2026;05:15 - 05:30;107,4
14.03.2026;05:30 - 05:45;112,7
14.03.2026;05:45 - 06:00;117,52
14.03.2026;06:00 - 06:15;106,27
14.03.2026;06:15 - 06:30;112,5
14.03.2026;06:30 - 06:45;113,52
14.03.2026;06:45 - 07:00;117,56
14.03.2026;07:00 - 07:15;125,69
14.03.2026;07:15 - 07:30;120,01
14.03.2026;07:30 - 07:45;98,75
14.03.2026;07:45 - 08:00;31,92
14.03.2026;08:00 - 08:15;80,25
14.03.2026;08:15 - 08:30;38,78
14.03.2026;08:30 - 08:45;37,35
14.03.2026;08:45 - 09:00;36,46
14.03.2026;09:00 - 09:15;32,87
14.03.2026;09:15 - 09:30;31,88
14.03.2026;09:30 - 09:45;33,67
14.03.2026;09:45 - 10:00;31,66
14.03.2026;10:00 - 10:15;31,75
14.03.2026;10:15 - 10:30;29,76
14.03.2026;10:30 - 10:45;2,97
14.03.2026;10:45 - 11:00;0,99
14.03.2026;11:00 - 11:15;0,03
14.03.2026;11:15 - 11:30;-0,01
14.03.2026;11:30 - 11:45;-0,07
14.03.2026;11:45 - 12:00;-5
14.03.2026;12:00 - 12:15;0
14.03.2026;12:15 - 12:30;-0,04
14.03.2026;12:30 - 12:45;-4,34
14.03.2026;12:45 - 13:00;-2
14.03.2026;13:00 - 13:15;0,03
14.03.2026;13:15 - 13:30;0,05
14.03.2026;13:30 - 13:45;0,08
14.03.2026;13:45 - 14:00;1
14.03.2026;14:00 - 14:15;5
14.03.2026;14:15 - 14:30;31,13
14.03.2026;14:30 - 14:45;30,91
14.03.2026;14:45 - 15:00;28,63
14.03.2026;15:00 - 15:15;26,14
14.03.2026;15:15 - 15:30;29,99
14.03.2026;15:30 - 15:45;65,84
14.03.2026;15:45 - 16:00;122,91
14.03.2026;16:00 - 16:15;78,59
14.03.2026;16:15 - 16:30;123,72
14.03.2026;16:30 - 16:45;134,61
14.03.2026;16:45 - 17:00;156,01
14.03.2026;17:00 - 17:15;121,58
14.03.2026;17:15 - 17:30;133,25
14.03.2026;17:30 - 17:45;147,03
14.03.2026;17:45 - 18:00;168,66
14.03.2026;18:00 - 18:15;140
14.03.2026;18:15 - 18:30;148,41
14.03.2026;18:30 - 18:45;172,56
14.03.2026;18:45 - 19:00;183,43
14.03.2026;19:00 - 19:15;183,48
14.03.2026;19:15 - 19:30;178,34
14.03.2026;19:30 - 19:45;165,51
14.03.2026;19:45 - 20:00;152,01
14.03.2026;20:00 - 20:15;176,36
14.03.2026;20:15 - 20:30;156,19
14.03.2026;20:30 - 20:45;139,97
